solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot
1636148068921376768,Gaia DR3 4135677580466393216,4135677580466393216,433429984,2016.0,258.0717295636882,0.014646549,-16.867716968229963,0.009811414,0.25690320339632366,0.016045392,16.011026,7.2089763,7.170458004944912,0.020284459,-0.7442267236597429,0.014146238,0.09918611,-0.080035955,-0.12032399,-0.19379196,-0.1525907,-0.1834117,-0.21522509,0.03675695,0.09727837,0.08549463,285,0,285,0,0.43667942,277.99826,0.0,0.0,31,false,1.4013922,,,,,,,,33,16,0.028309083,33,12,0,0.024282055,99.71568,0,0,1.0173122,0.10075259,0.41412407,0.16525114,0.48891476,-132.03946,-1.5621389,-30.609282,-41.644524,false,266,70289.35515624954,409.16632,171.78676,13.570143,27,25459.395294006426,254.67558,99.96795,14.323922,32,65115.9975536543,1403.3083,46.401775,12.713676,1.2886075,0,0,0,0,0,1.6102457,0.7537794,0.8564663,41.8334,7.5247297,2,14,3,12,11.72272,,,716.61884,,5000.0,3.5,-1.5,111,,,,12.333121,0.07091683,11,,VARIABLE,6.009892162127615,12.989453543349319,258.5261936701774,6.097721067023459,false,false,0,true,true,false,true,false,true,true,false,1.0214221E-13,5.1019524E-13,0.99998814,5734.834,5718.9414,5749.6406,3.0271,3.0218,3.0318,-0.489,-0.4898,-0.4875,2287.8848,2277.555,2301.6223,1.8725,1.8604,1.8834,1.4761,1.4659,1.4853,0.806,0.8002,0.8112,MARCS
